,name,relation,name2
93,腋毛浓密,taboocrowd,1、需要脱毛的区域患有脓疱、丘疹或其他皮肤病变；2、患有牛皮癣、湿疹或其他慢性皮肤病；3、近期有过暴晒史、日光浴或有晒伤者；4、最近六个月内使用或曾使用过异维甲酸者。
94,腋毛浓密,technicalmean,光电
95,腋毛浓密,therapeutics,激光脱腋毛、冰点脱腋毛
96,腋毛浓密,treatmentway,激光脱腋毛、冰点脱腋毛
97,腋毛浓密,painperception,轻度疼痛
98,腋毛浓密,typeandcrowd,nan
99,腋毛浓密,Keywords,腋下脱毛
100,腋毛浓密,Features,长久告别腋毛，同时又不损伤周边皮肤.。
101,腋毛浓密,DegreeLevel,5
102,腋毛浓密,SafeLevel,5
103,腋毛浓密,ComplexLevel,1
104,腋毛浓密,TreatmentCycle,3-6次/疗程
105,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",aestheticstandard,眼睛直视时，上睑覆盖角膜2mm，下睑沿与角膜下沿接触。上睑板最高处8—10mm。 “三庭五眼”为美，“三庭”是人脸的长度分三等分，双眼应位于中庭上方。“五眼”是人脸的宽度在眼水平线上可等分五个眼裂宽度。即眼的睑裂宽度、内眦间距，外眦至耳距应大致相等。睑裂的宽度相当于鼻翼宽度。 美学角度来看，面部五官要呈一定比例的才会协调，比如眼睛的大小与脸型的大小要附合一定的比率。如脸的宽度是 10CM ，那么眼睛是 2-2.5 的比率，眼睛的长度是 3 厘米，宽1 厘米，两眼距离相当于眼睛的长度为最理想的眼睛。这样的眼
106,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",applypeople,眼睑皮肤不松弛，无上睑下垂的求美者； 肿眼泡、眼部脂肪臃肿的求美者。
107,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",lengthofstay,无需住院
108,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",methods,"1、术后可口服抗生素和消肿药3-5天； 
2、术后24小时后复诊、换药、解除包扎； 
3、术后72小时内，可冰敷15-20分钟，不要用手去揉眼睛，术后当日有少许渗血可用无菌棉签擦拭；
4、保持手术部位伤口清洁干燥；
5、适当休息，多做睁眼运动，促进手术淤血的早日吸收； 
6、睡觉时垫高枕头，使头部位置高于心脏位置，有利于帮助恢复消；
7、拆线后24小时内，伤口不能沾水；
8、不可用力揉搓伤口，可涂抹祛疤软膏，淡化疤痕； 
9、注意饮食清淡，禁食辛辣刺激性食物；
10、恢复阶段基本结束，可到医院让医生确认手术术后效果，及是否存在其他问题。"
109,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",name,定点双眼皮
110,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",Narcosis,局麻
111,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",Notice,"1、术后两日避免猛然蹲下或起身，动作要轻柔。
2、手术当日避免过度用眼，使眼部疲劳；
3、避免看电视，电脑，手机等，使眼部充血，导致肿胀更加严重；
4、拆线前避免剧烈运动；
5、一个月内到医院复诊；
6、2个月内不佩戴隐形眼镜；
7、不能用力揉眼睛，避免线结脱落，成形失败。"
112,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",operationadvantage,1、手术创伤小，恢复快；2、可以取脂肪，恢复后无明显痕迹。
113,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",operationcourse,单次
114,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",operationdefect,1、不能去除眼部皮肤，肿泡眼改善效果较差；2、存在人群限制。
115,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",operationrisk," 1、术中、术后的血肿。 
 2、感染。
 3、两眼不对称。
 4、重睑消失。"
116,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",operationstandard,"去肿眼泡,平行型,开扇型,新月型,眼睛增大"
117,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",Population,"1、上眼睑皮肤无松弛、上睑下垂的者；
2、肿眼泡、眼部脂肪较明显者。"
118,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",preparation,1、女性要避开生理期、妊娠期，以及哺乳期；2、术前保持面部清洁，不要化妆；3、有心脏病，糖尿病，高血压等疾病患者需要在术前控制好后，才可进行；4、严重疤痕体质，或眼部有炎症者不可进行手术；5、手术前两周内，请勿服用含有阿司匹林的药物，因为阿司匹林会使得血小板凝固的功能降低；6、术前一周需要禁烟，术前三天禁酒；7、术前和手术医生沟通好术后效果。
119,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",price,3000-6000元
120,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",recoveries,3-6个月
121,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",recoverytips,"1、术后症状比较严重的时期，包括伤口处的各种不适症状，伤口轻微疼痛，肿胀明显，眼皮发紧，分泌物较多，术后第一天有渗血症状，都属于正常。
2、快速消肿的时期，基本每天的变化都比较明显。伤口周围可能会出现发红青紫状况，且慢慢变浅。
3、7天到院拆线（因为术式不同，需按医嘱时间，到院拆线）。
4、肿胀逐渐消失，淤斑渐转为淡黄色。
5、切口处的疤痕1个月内仍比较明显，随着时间推延而逐渐消退。
6、术后效果虽没有达到更好，但已经基本定型。晨起、休息不好的情况下局部肿胀还需要一段时间的恢复，具体时间因个人体质差异。"
122,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",shortdescription,在上眼睑皮肤的合适位置，打3到5个小孔，去掉部分脂肪，并将真皮层与睑板进行缝合，从而达到重睑的目的。
123,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",stitches,7天
124,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",surgicalcomplications,"1、可能出现肿胀。
2、可能导致上睑下垂，睁眼无力。"
125,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",surgicalmaterials,常规外科手术材
126,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",surgicalsite,眼部
127,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",swellingtime,8-15天
128,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",taboocrowd,1、先天性弱视，内眼或外眼，眼周有急、慢性感染疾患尚未被控制和自愈者；2、心、肝、肾脏等重要脏器病变，或者有高血压、糖尿病等慢性病患者；3、严重瘢痕体质，或凝血机制异常者；4、 面瘫睑裂闭合不全者；5、生理期、妊娠期或哺乳期女性。
129,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",technicalmean,手术
130,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",therapeutics,"1、 按设计原则，标画重睑线，打3个小孔。
2、小孔部位皮下局部麻醉。
3、去除部分脂肪和多余皮肤。
4、 将真皮层与睑板进行缝合。"
131,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",treatmentway,韩式双眼皮高分子埋线法、韩式双眼皮埋线法、韩式双眼皮切开法。
132,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",painperception,轻度疼痛
133,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",typeandcrowd,"　医生建议：
　　1、平行型：其特点是双眼皮基本平行的，这种双眼皮显得洋气、端庄;
　　2、新月型：其特点是重睑内侧你及外侧较低，形如星月般;这样的眼睛就像小鹿那样天然可爱;
　　3、开扇型：其特点是内窄外宽，形状类似打开的折扇;这种情境的双眼皮类似醉人的“桃花眼”;
　　4、平扇形：其特点是双眼皮内侧稍窄，内眼角充分暴露;这种情境的双眼皮显得温柔，无辜。"
134,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",Keywords,"微创双眼皮,韩式双眼皮,三点式双眼皮,分段式切口法重睑术,韩式三点"
135,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",Features,术后无明显创伤、无痕，睫毛自然上翘，具有去脂翘睫的双重效果。
136,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",DegreeLevel,5
137,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",SafeLevel,4
138,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",ComplexLevel,3
139,"单眼皮,双眼皮过窄,眼皮形状不佳,大小眼",TreatmentCycle,1次
140,苹果肌不饱满,aestheticstandard,面部五官要呈一定比例的才会协调，比如眼睛的大小与脸型的大小要附合一定的比率。如脸的宽度是 10CM ，那么眼睛是 2-2.5 的比率，眼睛的长度是 3 厘米，宽1 厘米，两眼距离相当于眼睛的长度为最理想的眼睛。这样的眼部形态给人一种完整的美  感，匀称、得体、有神。
141,苹果肌不饱满,applypeople,苹果肌凹陷者、脸部不够立体者并且身体健康无任何疾病者。
142,苹果肌不饱满,lengthofstay,无需住院
143,苹果肌不饱满,methods,1、术后1周内尽可能减少活动，安静休养，卧床休息时要半卧位。2、术后3-5天伤口禁止沾水，5天后可自行洗脸，尽量避开针眼。3、1个月内禁辛辣刺激、牛羊肉等食物。
144,苹果肌不饱满,name,自体脂肪丰苹果肌
145,苹果肌不饱满,Narcosis,局麻/睡眠麻醉
146,苹果肌不饱满,Notice,"术前注意事项：
1、做好充分的心理准备，多与手术医生交流。2、自体脂肪丰苹果肌前，洁面工作一定要做好，还有脸上不能有任何的如毛囊炎、疖肿等局部感染病灶。3、女性在来例假时期，千万不能进行此手术，防止术后感染。4、2周内不要使用烟酒。
术后注意事项：
1、合理的饮食。辛辣的食物是禁忌，烟酒也会影响术后的恢复时间。2、保持术后伤口的清洁，以免感染。3、为了保证好的塑形效果，术后24小时内一定要避免接触注射部位，以免填充不均匀。4、术后禁止滥用各类消炎药物，以免导致伤口肿胀或出血。5、吸脂部位需要穿塑身衣1-3个月，睡觉尽量平躺，不可挤压吸脂部位。"
147,苹果肌不饱满,operationadvantage,1、采用自身脂肪组织，对自身来说无毒无害，也不会产生免疫反应和排异反应；2、用自体脂肪颗粒作为填充材料，取材容易，填充效果自然、手感柔软，且存活后长久有效；3、手术切口、注射点小，术后疤痕不明显。
148,苹果肌不饱满,operationcourse,多次
149,苹果肌不饱满,operationdefect,1、手术需要先吸脂再填充，创伤较大，恢复期较长；2、脂肪填充后会有一定程度的吸收，个别人群需要二次手术；3、受体质和恢复的影响，可能会出现存活率不高的情况。
150,苹果肌不饱满,operationrisk,1、感染：感染是外科手术中较常见的并发症。2、出血：面部动脉或静脉出血是术中较危险的并发症，需立即结扎止血。3、血肿：术后出血可导致血肿。需清创处理积血，并再次彻底止血。
151,苹果肌不饱满,operationstandard,"面部饱满,脸型美化,减龄,丰苹果肌"
152,苹果肌不饱满,Population,苹果肌凹陷、不明显者，或脸部不够立体者。
153,苹果肌不饱满,preparation,1、进行手术前2周需避免使用类固醇激素及阿司匹林等抗血小板凝集药物，2、术前确定身体健康，进行术前常规检查，对局部进行测量分析。3、高血压、糖尿病的患者，应在初诊时告知医生，以便确认手术方案。4、手术需避开生理期、妊娠期，以及哺乳期。5、如果对麻醉药品有过敏情况，术前需和医生沟通。6、术前一周禁止吸烟，因为尼古丁不利于术后伤口的恢复。7、术前进行身体清洁，术前一天进行沐浴;8、如采用全麻或者复合麻醉，术前6个小时禁食禁水。
154,苹果肌不饱满,price,6000-12000元
155,苹果肌不饱满,recoveries,3-6个月
156,苹果肌不饱满,recoverytips,1、合理的饮食。辛辣的食物是禁忌，烟酒也会影响术后的恢复时间。2、保持术后伤口的清洁，以免感染。3、为了保证好的塑形效果，术后24小时内一定要避免接触注射部位，以免填充不均匀。4、术后禁止滥用各类消炎药物，以免导致伤口肿胀或出血。5、吸脂部位需要穿塑身衣1-3个月，睡觉尽量平躺，不可挤压吸脂部位。
157,苹果肌不饱满,shortdescription,将人体脂肪堆积较多的部位（腰腹、臀、大腿等）的脂肪，用负压吸脂方法吸出，经过离心处理成纯净脂肪颗粒后，再注射到面颊的苹果肌部位，从而实现苹果肌的饱满感。
158,苹果肌不饱满,stitches,无需拆线
159,苹果肌不饱满,surgicalcomplications,"1、如果过量注射脂肪，可能出现结节、脂肪液化等。
2、如果无菌操作不达标，可能出现术后感染。
3、如果医生技术不佳，可能出现术后两边不对称，移植部位皮肤不平整等副作用。"
160,苹果肌不饱满,surgicalmaterials,自身脂肪
161,苹果肌不饱满,surgicalsite,苹果肌
162,苹果肌不饱满,swellingtime,4-7天
163,苹果肌不饱满,taboocrowd,1、心、肺、肝、肾等重要脏器功能减退，患有高血压、糖尿病等慢性疾病者;2、皮肤有严重松弛、皮下脂肪组织少的人;3、生理期、妊娠期或哺乳期女性；4、局部皮肤有感染病灶或疤痕体质者;5、利多卡因过敏或麻醉药物代谢障碍人。
164,苹果肌不饱满,technicalmean,手术、注射
165,苹果肌不饱满,therapeutics,自体脂肪丰苹果肌，是利用高清晰逐层扫描式吸脂术从身体其他脂肪丰富部位抽取出的脂肪组织，经过多次筛选及严格的处理，转化为脂肪颗粒之后注入到面颊苹果肌所在处，实现脸部的自然，圆润。
166,苹果肌不饱满,treatmentway,一次手术
167,苹果肌不饱满,painperception,轻度疼痛
168,苹果肌不饱满,typeandcrowd,苹果肌凹陷者、脸部不够立体者。
169,苹果肌不饱满,Keywords,"自体脂肪填充苹果肌,脂肪丰苹果肌"
170,苹果肌不饱满,Features,脂肪丰苹果肌能让面中部饱满，增加童颜感
171,苹果肌不饱满,DegreeLevel,0
172,苹果肌不饱满,SafeLevel,0
173,苹果肌不饱满,ComplexLevel,0
174,苹果肌不饱满,TreatmentCycle,1-2次
175,抬头纹,aestheticstandard,额部几乎占据颜面部的上1/3，是较为凸出的部位。圆润光滑的额部是颜面中最能体现人的思维、感情和精神的部位。而健康的皮肤光泽度好，纹理细賦，滋润光洚，皮下脂防适中，具有弹性，表面光滑，无污浊、斑点、赘生物等瑕疵，肤色白皙、微红或稍黄。
176,抬头纹,applypeople,不做表情时，额头存在明显额纹者。
177,抬头纹,lengthofstay,无需住院
178,抬头纹,methods,1、 术后严格遵守医嘱。2、 保持面部放松，勿做过多的面部表情。3、 治疗后至少两周内，避免接触高热环境。  4、 避免触摸或按摩注射部位。5、 若不良反应持续一周以上需尽快联系医生。6、 避免服用抗凝药物。
179,抬头纹,name,玻尿酸去抬头纹
180,抬头纹,Narcosis,表面麻醉
181,抬头纹,Notice,1、手术前应调整好自己的心态及精神状况。2、术前3日将头发洗净，注意面部及头皮的清洁卫生，防止毛囊炎等皮肤感染及皮肤病的发生。3、为减少瘀斑及血肿的发生，术前4周停用阿司匹林类药物，术前2周停用维生素E、丹参等药物。4、女性应计算月经周期，月经期及其前后应暂缓手术。5、手术应按医生的要求积极配合，无需恐惧，麻醉选择依自己的耐受力与医生进行探讨，要树立信心。6、手术后应认真执行医嘱、治疗，按要求去做，防止并发症的出现。
182,抬头纹,operationadvantage,1、操作时间短，无需等待，可快速看到改善效果；2、玻尿酸会被人体代谢分解，不会存在残留，安全性高；3、注射创口不明显，只有小部分红肿，基本无恢复期，不影响工作和生活；4、痛感小，一般无需麻醉，或皮肤表面麻醉；5、效果可逆，不满意可用溶解酶溶解；6、可以对注射部位进行精细的调节，提升精致度。
183,抬头纹,operationcourse,每6-12个月重复治疗
184,抬头纹,operationdefect,1、只能填充静态表情纹，不适合去除动态皱纹；2、需要定期注射维持效果，不能保证长久有效。
185,抬头纹,operationrisk,术后可能出现红肿、瘙痒的情况。
186,抬头纹,operationstandard,"除皱,面部年轻化,减龄,抗初老,去抬头纹"
187,抬头纹,Population,"1、有中轻度静态性抬头纹者；
2、额部皮肤老化性引起的抬头纹者。"
188,抬头纹,preparation,1、注射当天不要化妆，保持面部清洁；2、女性需避开生理期、妊娠期和哺乳期；3、近期需要禁用抗凝血药物，如阿司匹林一类药物；4、注射部位皮肤无感染病灶、无炎症（例如痤疮、皮疹等）。
189,抬头纹,price,2000-15000元
190,抬头纹,recoveries,5-7天
